Achitecture,Base Clock,Base Power,Cache,Code Name,Form Factor,Gen,IGPU Frequency,IGPU Name,L2 Cache,L3 Cache,Launch Date,Link,Max Boost Clock,Max Power,Memory Channels,Memory Type,Name,Series,Total Cache,Total Cores,Total Threads
12nm,3.4 GHz,35W,192 KB,Athlon PRO,Desktops,300,1100 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,9/30/2019,https://www.amd.com/en/products/specifications/processors.html,,,2.0,DDR4,AMD Athlon™ PRO 300GE,Athlon PRO 300 Series,,2.0,4.0
14nm FinFET,3.5 GHz,35W,192 KB,Athlon,Desktops,320,1100 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,7/7/2019,https://www.amd.com/en/products/specifications/processors.html,,,2.0,DDR4,AMD Athlon™ 320GE,Athlon 300 Series,,2.0,4.0
14nm,2.4 GHz,15W,192 KB,Athlon,"Laptops , Desktops",300,1000 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 3.3 GHz,,2.0,,AMD Athlon™ 300U,Athlon 300 Series,,2.0,4.0
14nm,3.4 GHz,35W,192 KB,Athlon,Desktops,300,1100 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,7/7/2019,https://www.amd.com/en/products/specifications/processors.html,,,2.0,,AMD Athlon™ 300GE,Athlon 300 Series,,2.0,4.0
14nm,2.3 GHz,15W,192 KB,Athlon PRO,"Laptops , Desktops",200,1000 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 3.2 GHz,12-25W,2.0,,AMD Athlon™ PRO 200U Mobile Processor with Radeon™ Vega 3 Graphics,Athlon PRO 200 Series,,2.0,4.0
14nm,3.2 GHz,35W,192 KB,Athlon PRO,Desktops,200,1000 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,,,2.0,,AMD Athlon™ PRO 200GE,Athlon PRO 200 Series,,2.0,4.0
14nm,3.5 GHz,35W,192 KB,Athlon,Desktops,240,1000 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,,,2.0,,AMD Athlon™ 240GE,Athlon 200 Series,,2.0,4.0
14nm,3.4 GHz,35W,192 KB,Athlon,"Desktops , Boxed Processor",220,1000 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,,,2.0,,AMD Athlon™ 220GE,Athlon 200 Series,,2.0,4.0
14nm,3.2 GHz,35W,192 KB,Athlon,"Desktops , Boxed Processor",200,1000 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,,,2.0,,AMD Athlon™ 200GE,Athlon 200 Series,,2.0,4.0
12nm,3 GHz,250W,3 MB,Ryzen Threadripper,"Desktops , Boxed Processor",2990,,Discrete Graphics Card Required,16 MB,64 MB,8/13/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,4.0,DDR4,AMD Ryzen™ Threadripper™ 2990WX,Ryzen Threadripper 2000 Series,,32.0,64.0
12nm,3 GHz,250W,2 MB,Ryzen Threadripper,"Desktops , Boxed Processor",2970,,Discrete Graphics Card Required,12 MB,64 MB,10/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,4.0,DDR4,AMD Ryzen™ Threadripper™ 2970WX,Ryzen Threadripper 2000 Series,,24.0,48.0
12nm,3.5 GHz,180W,1 MB,Ryzen Threadripper,"Desktops , Boxed Processor",2950,,Discrete Graphics Card Required,8 MB,32 MB,8/31/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,4.0,DDR4,AMD Ryzen™ Threadripper™ 2950X,Ryzen Threadripper 2000 Series,,16.0,32.0
12nm,3.5 GHz,180W,1 MB,Ryzen Threadripper,"Desktops , Boxed Processor",2920,,Discrete Graphics Card Required,6 MB,32 MB,10/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,4.0,DDR4,AMD Ryzen™ Threadripper™ 2920X,Ryzen Threadripper 2000 Series,,12.0,24.0
12nm,3.6 GHz,95W,768 KB,Ryzen PRO,Desktops,7,,Discrete Graphics Card Required,4 MB,16 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,,2.0,DDR4,AMD Ryzen™ 7 PRO 2700X,Ryzen PRO 2000 Series,,8.0,16.0
14nm,2.2 GHz,15W,384 KB,Ryzen PRO,"Laptops , Desktops",7,1300 MHz,Radeon™ Vega 10 Graphics,2 MB,4 MB,Q1 2019,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,12-25W,2.0,DDR4,AMD Ryzen™ 7 PRO 2700U,Ryzen PRO 2000 Series,,4.0,8.0
12nm,3.2 GHz,65W,768 KB,Ryzen PRO,Desktops,7,,Discrete Graphics Card Required,4 MB,16 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,,2.0,DDR4,AMD Ryzen™ 7 PRO 2700,Ryzen PRO 2000 Series,,8.0,16.0
12nm,3.4 GHz,65W,576 KB,Ryzen PRO,Desktops,5,,Discrete Graphics Card Required,3 MB,16 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 3.9 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 2600,Ryzen PRO 2000 Series,,6.0,12.0
14nm,2 GHz,15W,384 KB,Ryzen PRO,"Laptops , Desktops",5,1100 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,Q1 2019,https://www.amd.com/en/products/specifications/processors.html,Up to 3.6 GHz,12-25W,2.0,DDR4,AMD Ryzen™ 5 PRO 2500U,Ryzen PRO 2000 Series,,4.0,8.0
14nm FinFET,3.2 GHz,35W,384 KB,Ryzen PRO,Desktops,5,1250 MHz,Radeon™ Vega 11 Graphics,2 MB,4 MB,5/10/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 2400GE with Radeon™ Vega 11 Graphics,Ryzen PRO 2000 Series,,4.0,8.0
14nm FinFET,3.6 GHz,65W,384 KB,Ryzen PRO,Desktops,5,1250 MHz,Radeon™ Vega 11 Graphics,2 MB,4 MB,5/10/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.9 GHz,46-65W,2.0,,AMD Ryzen™ 5 PRO 2400G with Radeon™ Vega 11 Graphics,Ryzen PRO 2000 Series,,4.0,8.0
14nm,2 GHz,15W,384 KB,Ryzen PRO,"Laptops , Desktops",3,1100 MHz,Radeon™ Vega 6 Graphics,2 MB,4 MB,Q1 2019,https://www.amd.com/en/products/specifications/processors.html,Up to 3.4 GHz,12-25W,2.0,DDR4,AMD Ryzen™ 3 PRO 2300U,Ryzen PRO 2000 Series,,4.0,4.0
14nm FinFET,3.2 GHz,35W,384 KB,Ryzen PRO,Desktops,3,1100 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,5/10/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.6 GHz,,2.0,DDR4,AMD Ryzen™ 3 PRO 2200GE with Radeon™ Vega 8 Graphics,Ryzen PRO 2000 Series,,4.0,4.0
14nm FinFET,3.5 GHz,65W,384 KB,Ryzen PRO,Desktops,3,1100 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,5/10/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,46-65W,2.0,,AMD Ryzen™ 3 PRO 2200G with Radeon™ Vega 8 Graphics,Ryzen PRO 2000 Series,,4.0,4.0
14nm,3.3 GHz,45W,192 KB,Ryzen,"Laptops , Desktops",7,1300 MHz,Radeon™ RX Vega 11 Graphics,2 MB,4 MB,9/10/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,35-54W,2.0,,AMD Ryzen™ 7 2800H,Ryzen 2000 Series,,4.0,8.0
12nm FinFET,3.7 GHz,105W,768 KB,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,16 MB,4/19/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,2.0,DDR4,AMD Ryzen™ 7 2700X,Ryzen 2000 Series,,8.0,16.0
14nm,2.2 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",7,1300 MHz,Radeon™ RX Vega 10 Graphics,2 MB,4 MB,10/26/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,12-25W,2.0,DDR4,AMD Ryzen™ 7 2700U,Ryzen 2000 Series,,4.0,8.0
12nm,2.8 GHz,45W,768 KB,Ryzen,Desktops,7,,Discrete Graphics Card Required,4 MB,16 MB,09/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,2.0,DDR4,AMD Ryzen™ 7 2700E Processor,Ryzen 2000 Series,,8.0,16.0
12nm FinFET,3.2 GHz,65W,768 KB,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,16 MB,4/19/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,,2.0,DDR4,AMD Ryzen™ 7 2700,Ryzen 2000 Series,,8.0,16.0
12nm FinFET,3.6 GHz,95W,576 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,16 MB,4/19/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,2.0,DDR4,AMD Ryzen™ 5 2600X,Ryzen 2000 Series,,6.0,12.0
14nm,3.2 GHz,45W,192 KB,Ryzen,"Laptops , Desktops",5,1100 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,9/10/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.6 GHz,35-54W,2.0,,AMD Ryzen™ 5 2600H,Ryzen 2000 Series,,4.0,8.0
12nm,3.1 GHz,45W,578 KB,Ryzen,Desktops,5,,Discrete Graphics Card Required,3 MB,16 MB,09/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,2.0,DDR4,AMD Ryzen™ 5 2600E,Ryzen 2000 Series,,6.0,12.0
12nm FinFET,3.4 GHz,65W,576 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,16 MB,4/19/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.9 GHz,,2.0,DDR4,AMD Ryzen™ 5 2600,Ryzen 2000 Series,,6.0,12.0
12nm,3.6 GHz,65W,384 KB,Ryzen,Desktops,5,,Discrete Graphics Card Required,2 MB,8 MB,9/10/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,2.0,DDR4,AMD Ryzen™ 5 2500X,Ryzen 2000 Series,,4.0,8.0
14nm,2 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",5,1100 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,10/26/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.6 GHz,12-25W,2.0,DDR4,AMD Ryzen™ 5 2500U,Ryzen 2000 Series,,4.0,8.0
14nm FinFET,3.2 GHz,35W,384 KB,Ryzen,Desktops,5,1250 MHz,Radeon™ RX Vega 11 Graphics,2 MB,4 MB,4/19/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,,2.0,DDR4,AMD Ryzen™ 5 2400GE with Radeon™ RX Vega 11 Graphics,Ryzen 2000 Series,,4.0,8.0
14nm FinFET,3.6 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",5,1250 MHz,Radeon™ RX Vega 11 Graphics,2 MB,4 MB,2/12/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.9 GHz,46-65W,2.0,DDR4,AMD Ryzen™ 5 2400G with Radeon™ RX Vega 11 Graphics,Ryzen 2000 Series,,4.0,8.0
12nm,3.5 GHz,65W,384 KB,Ryzen,Desktops,3,,Discrete Graphics Card Required,2 MB,8 MB,9/10/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,2.0,DDR4,AMD Ryzen™ 3 2300X,Ryzen 2000 Series,,4.0,4.0
14nm,2 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",3,1100 MHz,Radeon™ Vega 6 Graphics,2 MB,4 MB,1/8/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.4 GHz,12-25W,2.0,DDR4,AMD Ryzen™ 3 2300U,Ryzen 2000 Series,,4.0,4.0
14nm,2.5 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",3,1100 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,1/8/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.4 GHz,12-25W,2.0,DDR4,AMD Ryzen™ 3 2200U,Ryzen 2000 Series,,2.0,4.0
14nm FinFET,3.2 GHz,35W,384 KB,Ryzen,Desktops,3,1100 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,4/19/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.6 GHz,,2.0,DDR4,AMD Ryzen™ 3 2200GE with Radeon™ Vega 8 Graphics,Ryzen 2000 Series,,4.0,4.0
14nm FinFET,3.5 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",3,1100 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,2/12/2018,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,46-65W,2.0,DDR4,AMD Ryzen™ 3 2200G with Radeon™ Vega 8 Graphics,Ryzen 2000 Series,,4.0,4.0
14nm,3.4 GHz,180W,1 MB,Ryzen Threadripper,"Desktops , Boxed Processor",1950,,Discrete Graphics Card Required,8 MB,32 MB,7/31/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,4.0,DDR4,AMD Ryzen™ Threadripper™ 1950X,Ryzen Threadripper 1000 Series,,16.0,32.0
14nm,3.5 GHz,180W,1 MB,Ryzen Threadripper,"Desktops , Boxed Processor",1920,,Discrete Graphics Card Required,6 MB,32 MB,7/31/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,4.0,DDR4,AMD Ryzen™ Threadripper™ 1920X,Ryzen Threadripper 1000 Series,,12.0,24.0
14nm,3.8 GHz,180W,768 KB,Ryzen Threadripper,"Desktops , Boxed Processor",1900,,Discrete Graphics Card Required,4 MB,16 MB,8/31/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,4.0,DDR4,AMD Ryzen™ Threadripper™ 1900X,Ryzen Threadripper 1000 Series,,8.0,16.0
14nm,3.4 GHz,95W,,Ryzen PRO,Desktops,7,,Discrete Graphics Card Required,4 MB,16 MB,6/29/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,,2.0,DDR4,AMD Ryzen™ 7 PRO 1700X Processor,Ryzen PRO 1000 Series,,8.0,16.0
14nm,3 GHz,65W,768 KB,Ryzen PRO,Desktops,7,,Discrete Graphics Card Required,4 MB,16 MB,6/29/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,,2.0,DDR4,AMD Ryzen™ 7 PRO 1700,Ryzen PRO 1000 Series,,8.0,16.0
14nm,3.2 GHz,65W,576 KB,Ryzen PRO,Desktops,5,,Discrete Graphics Card Required,3 MB,16 MB,6/29/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.6 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 1600,Ryzen PRO 1000 Series,,6.0,12.0
14nm,3.5 GHz,65W,384 KB,Ryzen PRO,Desktops,5,,Discrete Graphics Card Required,2 MB,16 MB,6/29/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 1500,Ryzen PRO 1000 Series,,4.0,8.0
14nm,3.5 GHz,65W,384 KB,Ryzen PRO,Desktops,3,,Discrete Graphics Card Required,2 MB,8 MB,6/29/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,,2.0,DDR4,AMD Ryzen™ 3 PRO 1300,Ryzen PRO 1000 Series,,4.0,4.0
14nm,3.1 GHz,65W,384 KB,Ryzen PRO,Desktops,3,,Discrete Graphics Card Required,2 MB,8 MB,6/29/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.4 GHz,,2.0,DDR4,AMD Ryzen™ 3 PRO 1200,Ryzen PRO 1000 Series,,4.0,4.0
14nm,3.6 GHz,95W,768 KB,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,16 MB,3/2/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,2.0,DDR4,AMD Ryzen™ 7 1800X,Ryzen 1000 Series,,8.0,16.0
14nm,3.4 GHz,95W,768 KB,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,16 MB,3/2/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,,2.0,DDR4,AMD Ryzen™ 7 1700X,Ryzen 1000 Series,,8.0,16.0
14nm,3 GHz,65W,768 KB,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,16 MB,3/2/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,,2.0,DDR4,AMD Ryzen™ 7 1700 Processor,Ryzen 1000 Series,,8.0,16.0
14nm,3.6 GHz,95W,576 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,16 MB,4/11/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,2.0,DDR4,AMD Ryzen™ 5 1600X,Ryzen 1000 Series,,6.0,12.0
12nm,3.2 GHz,65W,576 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,16 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 3.6 GHz,,2.0,DDR4,AMD Ryzen™ 5 1600 (AF),Ryzen 1000 Series,,6.0,12.0
14nm,3.2 GHz,65W,576 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,16 MB,4/11/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.6 GHz,,2.0,DDR4,AMD Ryzen™ 5 1600,Ryzen 1000 Series,,6.0,12.0
14nm,3.5 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,2 MB,16 MB,4/11/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,,2.0,DDR4,AMD Ryzen™ 5 1500X,Ryzen 1000 Series,,4.0,8.0
14nm,3.2 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,2 MB,8 MB,4/11/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.4 GHz,,2.0,DDR4,AMD Ryzen™ 5 1400,Ryzen 1000 Series,,4.0,8.0
14nm,3.5 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",3,,Discrete Graphics Card Required,2 MB,8 MB,7/27/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,,2.0,DDR4,AMD Ryzen™ 3 1300X,Ryzen 1000 Series,,4.0,4.0
14nm,3.1 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",3,,Discrete Graphics Card Required,2 MB,8 MB,7/27/2017,https://www.amd.com/en/products/specifications/processors.html,Up to 3.4 GHz,,2.0,DDR4,AMD Ryzen™ 3 1200,Ryzen 1000 Series,,4.0,4.0
14nm,1.2 GHz,6W,,AMD,"Laptops , Desktops",3020,1000 MHz,AMD Radeon™ Graphics,1 MB,4 MB,1/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 2.6 GHz,,2.0,DDR4,AMD 3020e,AMD 3000 Series,,2.0,2.0
14nm,1.2 GHz,6W,,AMD,"Laptops , Desktops",3015,600 MHz,AMD Radeon™ Graphics,1 MB,4 MB,7/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 2.3 GHz,,1.0,DDR4,AMD 3015e,AMD 3000 Series,,2.0,4.0
14nm,1.2 GHz,6W,,AMD,"Laptops , Desktops",3015,600 MHz,Radeon™  Graphics,1 MB,4 MB,4/29/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 2.3 GHz,,1.0,DDR4,AMD 3015Ce,AMD 3000 Series,,2.0,4.0
32nm SOI,4.7 GHz,220W,384 KB,FX-Series,Desktops,9590,,Discrete Graphics Card Required,8 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 5 GHz,,,DDR3,FX-9590,FX 8-Core Black Edition Processors,,8.0,8.0
32nm SOI,4.4 GHz,220W,384 KB,FX-Series,Desktops,9370,,Discrete Graphics Card Required,8 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.7 GHz,,,DDR3,FX-9370,FX 8-Core Black Edition Processors,,8.0,8.0
32nm SOI,3.3 GHz,95W,384 KB,FX-Series,Desktops,8370,,Discrete Graphics Card Required,8 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,,DDR3,FX-8370E,FX 8-Core Black Edition Processors,,8.0,8.0
32nm SOI,4 GHz,125W,384 KB,FX-Series,Desktops,8370,,Discrete Graphics Card Required,8 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,2.0,DDR3,FX-8370 with Wraith cooler,FX 8-Core Black Edition Processors,,8.0,8.0
32nm SOI,4 GHz,125W,384 KB,FX-Series,Desktops,8370,,Discrete Graphics Card Required,8 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,,DDR3,FX-8370,FX 8-Core Black Edition Processors,,8.0,8.0
32nm SOI,4 GHz,125W,384 KB,FX-Series,Desktops,8350,,Discrete Graphics Card Required,8 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,,DDR3,FX-8350 with Wraith cooler,FX 8-Core Black Edition Processors,,8.0,8.0
32nm SOI,4 GHz,125W,384 KB,FX-Series,Desktops,8350,,Discrete Graphics Card Required,8 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,,DDR3,FX-8350,FX 8-Core Black Edition Processors,,8.0,8.0
32nm SOI,3.2 GHz,95W,384 KB,FX-Series,Desktops,8320,,Discrete Graphics Card Required,8 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,,DDR3,FX-8320E,FX 8-Core Black Edition Processors,,8.0,8.0
32nm SOI,3.5 GHz,125W,384 KB,FX-Series,Desktops,8320,,Discrete Graphics Card Required,8 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,,DDR3,FX-8320,FX 8-Core Black Edition Processors,,8.0,8.0
32nm,3.4 GHz,95W,,FX-Series,Desktops,8310,,Discrete Graphics Card Required,8 MB,,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,,Not Listed,FX-8310,FX 8-Core Black Edition Processors,,8.0,8.0
32nm SOI,3.3 GHz,95W,384 KB,FX-Series,Desktops,8300,,Discrete Graphics Card Required,8 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,,DDR3,FX-8300,FX 8-Core Black Edition Processors,,8.0,8.0
32nm,3.6 GHz,125W,384 KB,FX-Series,Desktops,8150,,Discrete Graphics Card Required,8 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,,DDR3,FX-8150,FX 8-Core Black Edition Processors,,8.0,8.0
32nm,3.1 GHz,125W,384 KB,FX-Series,Desktops,8120,,Discrete Graphics Card Required,8 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,,Not Listed,FX-8120,FX 8-Core Black Edition Processors,,8.0,8.0
32nm SOI,3.9 GHz,125W,288 KB,FX-Series,Desktops,6350,,Discrete Graphics Card Required,6 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,,DDR3,FX-6350 with Wraith cooler,FX 6-Core Black Edition Processors,,6.0,6.0
32nm SOI,3.9 GHz,125W,288 KB,FX-Series,Desktops,6350,,Discrete Graphics Card Required,6 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,,DDR3,FX-6350,FX 6-Core Black Edition Processors,,6.0,6.0
32nm SOI,3.5 GHz,95W,288 KB,FX-Series,Desktops,6300,,Discrete Graphics Card Required,6 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,,,DDR3,FX-6300,FX 6-Core Black Edition Processors,,6.0,6.0
32nm SOI,3.8 GHz,125W,288 KB,FX-Series,Desktops,6200,,Discrete Graphics Card Required,6 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,,,DDR3,FX-6200,FX 6-Core Black Edition Processors,,6.0,6.0
32nm SOI,3.3 GHz,95W,288 KB,FX-Series,Desktops,6100,,Discrete Graphics Card Required,6 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 3.9 GHz,,,DDR3,FX 6100,FX 6-Core Black Edition Processors,,6.0,6.0
32nm SOI,4.2 GHz,125W,192 KB,FX-Series,Desktops,4350,,Discrete Graphics Card Required,4 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,,DDR3,FX-4350,FX 4-Core Black Edition Processors,,4.0,4.0
32nm SOI,4 GHz,95W,192 KB,FX-Series,Desktops,4320,,Discrete Graphics Card Required,4 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,,,DDR3,FX-4320,FX 4-Core Black Edition Processors,,4.0,4.0
32nm SOI,3.8 GHz,95W,192 KB,FX-Series,Desktops,4300,,Discrete Graphics Card Required,4 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,,DDR3,FX-4300,FX 4-Core Black Edition Processors,,4.0,4.0
32nm,4.2 GHz,125W,192 KB,FX-Series,Desktops,4170,,Discrete Graphics Card Required,4 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,,Not Listed,FX-4170,FX 4-Core Black Edition Processors,,4.0,4.0
32nm SOI,3.8 GHz,125W,192 KB,FX-Series,Desktops,4130,,Discrete Graphics Card Required,4 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 3.9 GHz,,,DDR3,FX-4130,FX 4-Core Black Edition Processors,,4.0,4.0
32nm SOI,3.6 GHz,95W,192 KB,FX-Series,Desktops,4100,,Discrete Graphics Card Required,4 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,,,DDR3,FX-4100,FX 4-Core Black Edition Processors,,4.0,4.0
28nm,3 GHz,35W,,FX-Series,Laptops,7,900 MHz,AMD Radeon™ R7 Graphics,2 MB,,Q216,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,25-45W,2.0,DDR4,7th Gen FX™ 9830P APU,FX-Series Processors for Laptops,,4.0,
28nm,2.7 GHz,15W,,FX-Series,Laptops,7,758 MHz,AMD Radeon™ R7 Graphics,2 MB,,Q216,https://www.amd.com/en/products/specifications/processors.html,Up to 3.6 GHz,12-15W,2.0,DDR4,7th Gen FX™ 9800P APU,FX-Series Processors for Laptops,,4.0,
28nm,2.1 GHz,15W,,FX-Series,Laptops,6,800 MHz,AMD Radeon™ R7 Graphics,2 MB,,,https://www.amd.com/en/products/specifications/processors.html,Up to 3.4 GHz,,2.0,DDR3,6th Gen FX-8800P APU,FX-Series Processors for Laptops,,4.0,4.0
28nm,2.7 GHz,35W,,FX-Series,Laptops,7600,686 MHz,AMD Radeon™ R7 Graphics,4 MB,,,https://www.amd.com/en/products/specifications/processors.html,Up to 3.6 GHz,,2.0,DDR3,FX-7600P with Radeon™ R7 Graphics,FX-Series Processors for Laptops,,4.0,4.0
